0_RfR 0,0_RfR 1,1_RfR 0,1_RfR 1,2_RfR 0,2_RfR 1,3_RfR 0,3_RfR 1,4_RfR 0,4_RfR 1,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.1_Total Costs,A.1_Dike Investment Costs,A.1_Expected Annual Damage,A.1_Expected Number of Deaths,A.2_Total Costs,A.2_Dike Investment Costs,A.2_Expected Annual Damage,A.2_Expected Number of Deaths,A.3_Total Costs,A.3_Dike Investment Costs,A.3_Expected Annual Damage,A.3_Expected Number of Deaths,A.4_Total Costs,A.4_Dike Investment Costs,A.4_Expected Annual Damage,A.4_Expected Number of Deaths,A.5_Total Costs,A.5_Dike Investment Costs,A.5_Expected Annual Damage,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
1,1,1,0,0,1,0,0,1,0,0,5,0,2,1,5,4,5,4,3,5,53972506.18695759,53972506.18695759,0.0,0.0,87764257.77381328,83721931.52190953,4042326.251903749,0.004086470766361268,60031921.43603267,60031921.43603267,0.0,0.0,22664249.343498643,22537573.22754236,126676.11595628322,7.00070258423798e-05,70917961.72350763,70917961.72350763,0.0,0.0,673800000.0,0.0
1,0,1,1,1,1,1,1,0,0,4,1,3,0,4,1,3,3,1,4,5,76431543.68310125,76431543.68310125,0.0,0.0,66852757.95256083,53358573.6002109,13494184.352349931,0.0015652705557624843,45324187.55237766,45324187.55237766,0.0,0.0,21255703.432006985,15444563.06553661,5811140.366470374,0.0003517293203551393,75329742.05586098,75329742.05586098,0.0,0.0,824000000.0,1417.7491291894185
1,1,1,1,1,1,0,0,0,1,0,1,0,0,2,4,1,1,1,5,2,32694901.094161935,32694901.094161935,0.0,0.0,59985095.52635236,42818415.6714978,17166679.854854558,0.01684729160344867,49622725.1402255,49622725.1402255,0.0,0.0,61025888.06044002,12857587.774250694,48168300.286189325,0.02279541818691661,69299973.72589847,69299973.72589847,0.0,0.0,922300000.0,0.0
1,1,0,1,0,1,0,1,1,1,1,4,4,0,5,2,0,5,0,0,2,102578836.07266891,102578836.07266891,0.0,0.0,87134534.58868095,59410102.93073928,27724431.657941677,0.009610787356043125,22167818.198803753,22167818.198803753,0.0,0.0,11068771.68625446,11068771.68625446,0.0,0.0,27578229.96765524,27578229.96765524,0.0,0.0,1051100000.0,771.4953160548
0,1,1,0,0,1,1,1,0,0,1,1,0,5,3,1,2,5,0,5,5,32694901.094161935,32694901.094161935,0.0,0.0,116004983.79615441,116004983.79615441,0.0,0.0,43224599.14167526,43224599.14167526,0.0,0.0,13024933.715174457,11068771.68625446,1956162.0289199962,0.00039108311208955045,80062858.44864091,80062858.44864091,0.0,0.0,575500000.0,67.26292603405186
1,0,0,0,1,0,0,0,1,0,2,5,0,3,5,0,5,2,5,2,3,53972506.18695759,53972506.18695759,0.0,0.0,114022257.12400162,113553565.23269883,468691.8913027902,7.138068177782221e-05,35594739.34913734,28798397.130608946,6796342.218528397,0.0019302843825689136,39991667.14801416,19170235.12681486,20821432.0211993,0.0015101967127840764,60039471.119519606,60039471.119519606,0.0,0.0,371400000.0,1580.022115855037
1,1,0,1,0,0,0,1,1,1,3,1,3,5,4,2,2,4,4,1,5,76431543.68310125,76431543.68310125,0.0,0.0,122529913.13437451,122529913.13437451,0.0,0.0,45876507.22344398,45876507.22344398,0.0,0.0,21716888.813082222,20785047.17797311,931841.6351091099,6.004421003279269e-05,70560600.2063083,62967163.32200457,7593436.884303736,0.0008741911877433371,1020400000.0,567.2990247251215
1,1,1,0,0,0,1,0,1,0,4,5,2,2,3,1,0,2,5,4,2,98043050.03325048,98043050.03325048,0.0,0.0,97587709.00707555,93986630.59767582,3601078.4093997357,0.00043969357161236693,27175584.189291812,20299287.62732069,6876296.561971126,0.00157680828434876,33751825.03404377,19170235.12681486,14581589.907228906,0.0008314995192123845,64922482.303728715,64922482.303728715,0.0,0.0,764300000.0,1941.4341453130455
0,1,0,1,0,0,1,0,1,0,0,2,2,5,5,0,0,5,4,1,3,77099991.75787257,77099991.75787257,0.0,0.0,129688488.72986558,129688488.72986558,0.0,0.0,53691809.33844817,0.0,53691809.33844817,0.10162912534355445,22537573.22754236,22537573.22754236,0.0,0.0,56425877.743436806,56425877.743436806,0.0,0.0,679700000.0,0.0
0,1,0,1,1,0,0,0,0,1,2,3,0,0,0,0,1,3,5,3,3,42291505.65437629,42291505.65437629,0.0,0.0,55992016.879004315,0.0,55992016.879004315,0.008128845668130463,20299287.62732069,20299287.62732069,0.0,0.0,29683913.20235099,20696082.48629594,8987830.71605505,0.0006369730421128368,63921995.57957761,63921995.57957761,0.0,0.0,589200000.0,3154.108407707925
1,0,0,1,1,0,0,1,1,0,4,2,1,2,2,0,0,1,5,3,4,72222705.9376919,72222705.9376919,0.0,0.0,92168450.2831231,88613111.95505467,3555338.3280684426,0.0004289908631602463,883548.7657730214,0.0,883548.7657730214,0.00020019778922301858,42738452.09396206,17767801.395336673,24970650.698625382,0.0013752881168436564,67268466.33257627,67268466.33257627,0.0,0.0,710400000.0,2608.429610183714
1,0,0,1,1,1,0,1,1,1,1,0,3,3,5,4,3,1,5,3,2,42291505.65437629,42291505.65437629,0.0,0.0,113553565.23269883,113553565.23269883,0.0,0.0,54082305.45306664,54082305.45306664,0.0,0.0,34313351.45816795,17767801.395336673,16545550.062831275,0.00272573268195494,60854576.45659251,60854576.45659251,0.0,0.0,997200000.0,641.4345135725291
1,1,0,0,0,0,1,0,1,0,3,4,5,1,1,5,5,5,1,3,2,109584413.64186119,109584413.64186119,0.0,0.0,95326178.87617499,77797112.44472042,17529066.43145457,0.0021064697230620015,62865075.42438113,62865075.42438113,0.0,0.0,18545877.781152677,18545877.781152677,0.0,0.0,60854576.45659251,60854576.45659251,0.0,0.0,546500000.0,993.0472982183998
1,1,1,1,1,1,1,0,1,1,3,0,1,1,3,4,5,0,4,3,2,32694901.094161935,32694901.094161935,0.0,0.0,91232245.74185541,87722647.49511826,3509598.2467371495,0.0004182881547081257,59344433.82549998,59344433.82549998,0.0,0.0,33180170.30400441,9695195.36216505,23484974.94183936,0.0012621312149190252,60854576.45659251,60854576.45659251,0.0,0.0,1299600000.0,2092.091825481858
1,1,0,0,1,0,0,1,0,1,1,3,0,5,1,2,2,2,0,1,0,42291505.65437629,42291505.65437629,0.0,0.0,104651657.86617124,104651657.86617124,0.0,0.0,45876507.22344398,45876507.22344398,0.0,0.0,36711197.6116918,7332080.219521779,29379117.392170023,0.005060956691521257,25037214.086173728,25037214.086173728,0.0,0.0,577200000.0,1116.3089122729714
0,1,1,1,1,1,1,1,1,1,4,5,4,4,0,5,4,0,3,5,3,110573595.57493308,110573595.57493308,0.0,0.0,53358573.6002109,53358573.6002109,0.0,0.0,60031921.43603267,60031921.43603267,0.0,0.0,31297948.369453967,8453407.696608048,22844540.67284592,0.0011917220677024035,72580607.18485624,72580607.18485624,0.0,0.0,1336200000.0,2170.7069822837934
0,1,1,1,1,1,0,0,0,1,2,3,3,1,4,4,1,3,0,1,4,89068254.21950817,89068254.21950817,0.0,0.0,107065789.24327087,93427003.66768599,13638785.57558489,0.001998882192906084,49622725.1402255,49622725.1402255,0.0,0.0,28324854.162853707,8453407.696608048,19871446.46624566,0.0014968639133612184,59554855.274964996,59554855.274964996,0.0,0.0,837700000.0,1847.3628876339285
0,1,1,0,1,1,0,1,0,1,2,0,2,0,1,5,4,3,3,1,4,37255203.23710208,37255203.23710208,0.0,0.0,55321205.16246861,38245121.951764055,17076083.21070456,0.002500595387189752,60031921.43603267,60031921.43603267,0.0,0.0,20092861.149297882,17803345.000196747,2289516.1491011335,0.0001634326993684943,59554855.274964996,59554855.274964996,0.0,0.0,741100000.0,930.3943187345767
1,1,1,1,0,1,1,0,0,1,1,4,3,4,0,0,2,4,5,4,2,96223098.04916811,96223098.04916811,0.0,0.0,53358573.6002109,53358573.6002109,0.0,0.0,23051366.964576773,22167818.198803753,883548.7657730214,0.0006005933676690558,25956112.38624522,22356212.824753046,3599899.561492173,0.0006843499806325226,64922482.303728715,64922482.303728715,0.0,0.0,1012800000.0,148.53522257620682
0,1,0,1,1,0,0,1,1,0,4,5,4,1,2,1,3,1,5,1,3,110573595.57493308,110573595.57493308,0.0,0.0,96273916.01696692,82526679.5239558,13747236.49301112,0.001624482153246655,45324187.55237766,45324187.55237766,0.0,0.0,42667874.27904011,17767801.395336673,24900072.88370344,0.001367448274564503,56425877.743436806,56425877.743436806,0.0,0.0,710400000.0,3236.783944661091
0,1,0,1,0,0,1,0,0,0,3,2,4,2,1,0,2,3,5,0,2,88429031.37443781,88429031.37443781,0.0,0.0,90924088.340709,83721931.52190953,7202156.8187994715,0.0008793871432247339,48982437.434183925,22167818.198803753,26814619.235380173,0.006084998947615247,30398572.05788858,20696082.48629594,9702489.57159264,0.0005771179669456986,27578229.96765524,27578229.96765524,0.0,0.0,423600000.0,2388.342208665544
0,1,0,1,1,1,1,0,1,1,1,2,4,4,3,2,1,0,2,5,2,88429031.37443781,88429031.37443781,0.0,0.0,108083458.32956028,108083458.32956028,0.0,0.0,43878096.290305056,43878096.290305056,0.0,0.0,38434614.89406718,7332080.219521779,31102534.674545404,0.005081762641421221,69299973.72589847,69299973.72589847,0.0,0.0,997200000.0,1209.000298809945
0,0,0,0,0,1,1,0,0,0,2,3,0,4,0,3,5,0,2,1,0,42291505.65437629,42291505.65437629,0.0,0.0,53358573.6002109,53358573.6002109,0.0,0.0,56050655.355505094,56050655.355505094,0.0,0.0,63112180.96241493,7332080.219521779,55780100.74289315,0.003913772560135611,25037214.086173728,25037214.086173728,0.0,0.0,151900000.0,3551.6504734704235
0,0,1,1,0,0,1,1,1,1,4,2,4,0,5,1,5,0,3,2,1,88429031.37443781,88429031.37443781,0.0,0.0,100028027.51642343,59410102.93073928,40617924.58568416,0.004682473529073482,50081750.628976494,50081750.628976494,0.0,0.0,30198285.910295453,8453407.696608048,21744878.213687405,0.0011152809715736416,54355764.74753119,54355764.74753119,0.0,0.0,1190200000.0,4799.673695502239
0,0,0,0,0,1,0,1,0,0,0,5,3,3,1,1,5,2,5,5,1,104000676.5449382,104000676.5449382,0.0,0.0,90143923.5488522,90143923.5488522,0.0,0.0,50081750.628976494,50081750.628976494,0.0,0.0,38936128.83251889,19170235.12681486,19765893.705704033,0.009549504181536534,66294113.011456475,66294113.011456475,0.0,0.0,151900000.0,0.0
0,0,1,0,1,1,1,0,1,1,0,5,4,1,2,0,1,2,3,3,3,110573595.57493308,110573595.57493308,0.0,0.0,86036277.77069296,82526679.5239558,3509598.2467371495,0.0034857346225677143,20299287.62732069,20299287.62732069,0.0,0.0,24706542.653694965,16373078.863592021,8333463.790102942,0.003898727918098819,63921995.57957761,63921995.57957761,0.0,0.0,912600000.0,0.0
0,1,0,1,1,1,0,0,0,0,4,3,3,0,5,4,2,1,3,2,5,89068254.21950817,89068254.21950817,0.0,0.0,73048888.50632417,59410102.93073928,13638785.57558489,0.0015991057543248669,51760044.33566119,51760044.33566119,0.0,0.0,58819313.86597804,15063068.18035096,43756245.68562708,0.0025027308404302934,66804278.02330021,66804278.02330021,0.0,0.0,363800000.0,4913.017496398909
0,0,0,1,0,1,0,1,1,1,1,0,1,3,4,4,4,5,2,4,0,32694901.094161935,32694901.094161935,0.0,0.0,106860238.4866137,106860238.4866137,0.0,0.0,56604892.31464201,56604892.31464201,0.0,0.0,19742157.81013341,19742157.81013341,0.0,0.0,33377116.55719709,33377116.55719709,0.0,0.0,881900000.0,0.0
0,0,1,0,1,1,1,1,1,1,2,2,4,3,0,1,0,0,0,0,1,88429031.37443781,88429031.37443781,0.0,0.0,47842699.56310011,47842699.56310011,0.0,0.0,20299287.62732069,20299287.62732069,0.0,0.0,39503957.46939239,0.0,39503957.46939239,0.002531624742215895,25037214.086173728,25037214.086173728,0.0,0.0,1033800000.0,2605.3002000658385
1,0,0,1,1,0,1,0,1,1,0,2,1,1,1,0,3,2,4,1,3,72222705.9376919,72222705.9376919,0.0,0.0,95099687.26579998,77797112.44472042,17302574.821079563,0.017112275136724177,24198032.45136138,24198032.45136138,0.0,0.0,25962769.164942645,17701182.393370774,8261586.771571872,0.003841962346444279,56425877.743436806,56425877.743436806,0.0,0.0,966500000.0,0.0
0,1,1,1,1,1,0,1,0,0,0,0,0,4,4,5,4,1,5,3,3,0.0,0.0,0.0,0.0,114392792.32657647,114392792.32657647,0.0,0.0,60031921.43603267,60031921.43603267,0.0,0.0,45263938.27471329,17767801.395336673,27496136.879376616,0.013004020762574217,63921995.57957761,63921995.57957761,0.0,0.0,702800000.0,0.0
1,1,0,1,0,0,1,1,1,0,0,4,5,3,4,4,1,3,1,4,0,109584413.64186119,109584413.64186119,0.0,0.0,107330123.81373702,106860238.4866137,469885.3271233072,0.00047819830938374144,49622725.1402255,49622725.1402255,0.0,0.0,19690657.502396062,15444563.06553661,4246094.436859449,0.00213692492509747,33377116.55719709,33377116.55719709,0.0,0.0,885500000.0,0.0
0,1,0,1,0,0,0,0,1,0,0,5,0,0,4,3,0,3,4,1,2,53972506.18695759,53972506.18695759,0.0,0.0,94655507.32766852,53358573.6002109,41296933.72745763,0.040089360653424666,24198032.45136138,24198032.45136138,0.0,0.0,25252999.44324033,19176830.963968083,6076168.479272245,0.0028663467794379956,54821061.817545235,53557815.768892445,1263246.0486527923,0.001230856456087916,558500000.0,0.0
0,0,0,1,1,0,1,0,1,0,1,3,1,2,2,1,5,5,4,1,2,78453877.84187987,78453877.84187987,0.0,0.0,92168450.2831231,88613111.95505467,3555338.3280684426,0.001286972589480739,50081750.628976494,50081750.628976494,0.0,0.0,22537573.22754236,22537573.22754236,0.0,0.0,53557815.768892445,53557815.768892445,0.0,0.0,625800000.0,97.5328036608939
0,1,1,0,1,0,0,0,1,0,2,4,3,3,0,4,5,1,4,4,3,96223098.04916811,96223098.04916811,0.0,0.0,48780083.34570569,47842699.56310011,937383.7826055804,0.00014276136355564442,59344433.82549998,59344433.82549998,0.0,0.0,45385929.079044364,16347288.792964684,29038640.286079682,0.0020866147158967252,68094717.76275629,68094717.76275629,0.0,0.0,589200000.0,1871.3992422913223
1,1,0,1,1,1,1,0,0,0,4,5,5,2,4,4,1,2,2,3,2,117818559.7239252,117818559.7239252,0.0,0.0,103395507.74827927,99885909.50154212,3509598.2467371495,0.0004182881547081257,49622725.1402255,49622725.1402255,0.0,0.0,38746720.75629164,15173808.632728375,23572912.123563267,0.0013970640965220629,60854576.45659251,60854576.45659251,0.0,0.0,569600000.0,2348.795548111926
0,0,0,0,1,0,1,0,1,0,0,2,4,4,3,1,5,0,4,4,0,88429031.37443781,88429031.37443781,0.0,0.0,108083458.32956028,108083458.32956028,0.0,0.0,50081750.628976494,50081750.628976494,0.0,0.0,45763575.10419874,9695195.36216505,36068379.74203369,0.016366229548024757,33377116.55719709,33377116.55719709,0.0,0.0,408000000.0,0.0
1,0,1,1,1,1,1,1,0,0,4,1,0,3,3,5,2,0,5,0,1,32694901.094161935,32694901.094161935,0.0,0.0,100759376.17493644,100759376.17493644,0.0,0.0,55021520.85615872,55021520.85615872,0.0,0.0,43802278.456409134,11068771.68625446,32733506.770154674,0.0017507278511691106,25037214.086173728,25037214.086173728,0.0,0.0,824000000.0,3076.59544754275
0,0,0,1,1,1,0,1,0,1,3,3,2,3,0,1,1,3,5,1,0,83497824.69174261,83497824.69174261,0.0,0.0,47842699.56310011,47842699.56310011,0.0,0.0,41292219.28177295,41292219.28177295,0.0,0.0,24299239.592385884,20696082.48629594,3603157.106089946,0.00022847851096935602,33110084.150903754,25037214.086173728,8072870.064730027,0.0009333815200775154,656500000.0,794.7259506395562
1,1,0,1,1,0,0,1,1,1,3,0,2,3,0,1,3,0,5,0,3,37255203.23710208,37255203.23710208,0.0,0.0,47842699.56310011,47842699.56310011,0.0,0.0,45324187.55237766,45324187.55237766,0.0,0.0,33729873.781840816,11068771.68625446,22661102.095586356,0.0012140802675940573,30351526.042379983,30351526.042379983,0.0,0.0,1051100000.0,1828.363397968424
1,1,0,0,0,1,1,0,0,1,2,0,5,5,3,5,1,2,5,4,1,53972506.18695759,53972506.18695759,0.0,0.0,116004983.79615441,116004983.79615441,0.0,0.0,52811167.63503672,52811167.63503672,0.0,0.0,33859793.82289987,19170235.12681486,14689558.696085012,0.001054365977400262,62015940.60605301,62015940.60605301,0.0,0.0,577200000.0,926.6236088203373
1,0,1,0,0,0,0,1,1,0,3,2,5,3,0,1,5,1,4,1,4,94979303.71425684,94979303.71425684,0.0,0.0,55044856.38189958,47842699.56310011,7202156.8187994715,0.0008793871432247339,50979975.43767353,50081750.628976494,898224.8086970376,0.00020617816352348003,41529929.91456001,16347288.792964684,25182641.12159533,0.001393165744000499,59554855.274964996,59554855.274964996,0.0,0.0,679700000.0,2452.503948167024
0,0,1,1,0,0,1,1,1,1,2,5,0,1,5,4,4,3,1,2,3,53972506.18695759,53972506.18695759,0.0,0.0,113541006.34381348,99685318.93337613,13855687.41043735,0.0020623231902105544,56604892.31464201,56604892.31464201,0.0,0.0,16307045.63161939,15444563.06553661,862482.56608278,6.542468382449295e-05,60039471.119519606,60039471.119519606,0.0,0.0,1190200000.0,686.4360509655082
1,1,1,0,0,1,1,1,1,1,3,2,3,2,2,2,2,3,1,5,3,82486364.32617709,82486364.32617709,0.0,0.0,92150154.2505906,88613111.95505467,3537042.2955359262,0.0004247097797793982,45876507.22344398,45876507.22344398,0.0,0.0,19363873.903516356,15444563.06553661,3919310.837979745,0.00022766886749812538,72580607.18485624,72580607.18485624,0.0,0.0,1172300000.0,506.9601480682718
1,1,1,1,1,0,0,1,1,1,4,2,5,1,2,0,0,5,4,0,4,94979303.71425684,94979303.71425684,0.0,0.0,96273916.01696692,82526679.5239558,13747236.49301112,0.001624482153246655,882058.6632088122,0.0,882058.6632088122,0.00019959058392073195,22537573.22754236,22537573.22754236,0.0,0.0,53183242.54506287,33377116.55719709,19806125.987865776,0.0022501835865167824,1268900000.0,2497.3023967031477
0,1,0,0,1,0,1,0,1,0,2,2,4,4,5,5,3,0,1,0,2,88429031.37443781,88429031.37443781,0.0,0.0,121314835.77466118,121314835.77466118,0.0,0.0,57423135.62296812,57423135.62296812,0.0,0.0,63864642.43309148,6320800.309666242,57543842.12342524,0.0039034380179313716,27578229.96765524,27578229.96765524,0.0,0.0,492600000.0,3715.166515196563
1,1,0,1,1,1,1,1,0,0,1,3,1,1,1,1,2,0,5,3,5,78453877.84187987,78453877.84187987,0.0,0.0,81746365.62784319,77797112.44472042,3949253.183122771,0.0014057950542462447,43224599.14167526,43224599.14167526,0.0,0.0,43691052.122955255,11068771.68625446,32622280.436700795,0.00521511821310831,70917961.72350763,70917961.72350763,0.0,0.0,690800000.0,1385.7467278138488
1,1,0,0,0,0,1,0,1,1,2,5,0,0,5,5,0,5,5,5,4,53972506.18695759,53972506.18695759,0.0,0.0,100377302.0817323,59410102.93073928,40967199.15099302,0.005934535962640382,28798397.130608946,28798397.130608946,0.0,0.0,24162426.948826768,24162426.948826768,0.0,0.0,76159688.97366215,76159688.97366215,0.0,0.0,802600000.0,1889.5852182167193
0,0,1,0,1,0,0,0,0,0,1,4,3,4,2,4,3,5,3,5,2,96223098.04916811,96223098.04916811,0.0,0.0,102336429.85235605,102336429.85235605,0.0,0.0,54082305.45306664,54082305.45306664,0.0,0.0,25174266.918718264,21068617.1353041,4105649.783414164,0.0008528874442916279,69299973.72589847,69299973.72589847,0.0,0.0,248500000.0,136.65578383557445
1,1,0,1,0,1,1,0,1,1,2,0,0,5,2,0,2,5,3,4,0,0.0,0.0,0.0,0.0,110061574.43848997,110061574.43848997,0.0,0.0,23049876.862012565,22167818.198803753,882058.6632088122,0.000249488229900915,21068617.1353041,21068617.1353041,0.0,0.0,33377116.55719709,33377116.55719709,0.0,0.0,1051100000.0,32.81532723658655
